TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen
8339;9191;Kiefersfelden (S);9;BY;A;93;;8+1;Rosenheim;AS Kiefersfelden;N;Kiefersfelden;AS GÜG Kiefersfelden-Autobahn;S;4;25;54;38;7;9;38.380;20.047;18.333;36.752;18.785;17.967;42.079;22.128;19.951;39.211;21.702;17.510;-9,6;-9,1;-10,8;-9,6;6.749;3.728;3.021;7.832;4.269;3.563;6.846;3.864;2.982;2.921;1.705;1.216;-7,2;-9,5;-10,9;40,5;17,6;21,3;16,3;7,4;1,14;1,01;1,2;2.166;16,4;465;28,7;2.383;16,5;1.518;15,9;4.265;3.986;3.984;3.820;2.423;2.172;2.209;2.341;12,1;11,6;10;10,8;R I;R I;R I;R I;D;E;C;E;E;E;C;;;C;;;C;;;C;;;E;15;;E;17;;C;11;13;B;12;;C;17;;B;14;;78,5;8,8;0,5;1,3;2,1;15;13;0,5;2,7;74,5;8,6;0,5;1,3;2,4;18,5;16;0,4;2,8;79,5;9;0,6;1,4;1,8;14,1;12,2;0,4;2,8;89,6;8,8;0,3;1,1;1,4;5,1;4,6;0,9;1,9;740.154;5.277.460;36.536;18.752;17.784;7.912;4.318;3.594;46.187;24.216;21.971;5.895;3.397;2.498;2.423;2.224;2.172;2.032;2.209;2.111;2.341;1.817;12,2;12,3;10,1;12,1;12;5,8;9;7,6;35.528;18.052;17.476;8.131;4.399;3.732;22,9;24,4;21,4;47,60601589;12,19531279;;;;;;;;;;;17.779;16.243;1,1;0,94;0,93;1,02;1,12;1,18;1,11;1,08;;;;;;;;;;;;;10;;;;Baustelle zeitweise in 2013 und Gerätedefekt zeitweise in 2012
6938;9044;Rgb.-Königswiesen (S);9;BY;A;93;;8+1;Weiden;AS Regensburg-Königswiesen;N;AD Holledau (A9);AS Regensburg-Kumpfmühl;S;4;198,3;343;201;81;61;62.164;31.208;30.955;65.789;33.315;32.475;62.079;31.586;30.493;49.866;23.517;26.349;0,7;0,5;1;0,9;6.509;3.207;3.302;7.989;3.937;4.052;6.836;3.389;3.447;1.027;474;553;1,4;1,3;0,8;-0,3;10,5;12,1;11;2,1;0,94;0,73;1,07;3.546;9,5;679;20,5;3.862;10,1;2.596;7,1;6.138;6.138;5.296;4.732;3.202;3.202;2.862;2.533;10,3;9,6;9,1;9,6;R I;R I;R I;R II;E;D;D;A;B;B;B;8;;G;8;;D;8;17;D;8;17;D;8;13;D;8;14;A;;;D;14;;D;18;;D;18;;87,8;6,8;0,9;1,1;2,5;7,6;5,7;0,3;0,6;86,2;7,2;0,9;1;2,9;8,9;6,7;0,3;0,6;87,1;6,9;1;1,2;2,6;8,1;6,1;0,3;0,6;96,2;4,9;1,3;1,1;0,7;1;0,8;0,4;0,6;723.821;5.432.759;67.165;33.942;33.223;8.749;4.296;4.453;53.351;27.583;25.767;2.531;1.353;1.179;3.202;3.021;3.202;3.004;2.862;2.594;2.356;2.533;8,9;10,3;8,9;9,7;11,5;7,1;1,4;1,6;68.030;34.368;33.662;8.941;4.386;4.555;13,1;12,8;13,5;49,00709262;12,06069619;;;;;;;;;;;34.545;33.220;0,66;0,81;0,94;1,11;1,1;1,03;0,77;0,74;;;;;;;;;;;;;70;;;;
6938;9049;Rgb.-Pfaffenstein (N);9;BY;A;93;;8+1;Weiden;AS Regensburg-Nord;N;Regensburg;AS Regensburg-Pfaffenstein;S;4;194,4;343;200;80;63;65.815;32.562;33.253;70.098;35.010;35.088;65.711;32.917;32.793;51.292;23.729;27.563;0,2;0;0,4;0,2;6.216;2.905;3.311;7.660;3.588;4.072;6.499;3.039;3.460;912;398;515;0,7;0,7;0;-0,6;9,4;10,9;9,9;1,8;0,94;0,71;1,1;3.739;8,6;749;18;4.073;9,1;2.736;6,2;6.282;6.282;5.645;4.811;3.909;3.909;3.368;2.685;11,8;11,1;10,2;9,7;R II;R II;R I;R II;E;D;D;A;A;B;E;17;;B;8;;E;17;;B;8;;E;14;;B;8;;D;15;;C;11;14;D;18;;D;18;;86,7;5,9;0,5;1,3;2,2;6,4;4,7;0,9;2,6;85,1;6,1;0,4;1,2;2,5;7,4;5,5;0,9;2,8;86;5,9;0,5;1,5;2,3;6,7;5;0,9;2,6;95,1;4,5;0,7;1,1;0,5;0,8;0,7;0,5;2,1;725.669;5.436.129;71.530;35.678;35.851;8.403;3.918;4.485;56.325;28.512;27.813;2.271;1.143;1.128;3.625;3.909;3.599;3.909;3.368;3.099;2.383;2.685;8,2;6,9;5,2;6,9;6,4;10,6;1,1;1,5;72.582;36.217;36.364;8.604;4.014;4.590;11,9;11,1;12,6;49,03669376;12,0878039;;;;;;;;;;;36.222;36.063;0,63;0,78;0,93;1,09;1,16;1,03;0,76;0,74;;;;;;;;;;;;;80;;;;
6638;9902;Schwandorf-Mitte (N);9;BY;A;93;;8+1;Weiden;AS Schwandorf-Nord;N;Regensburg;AS Schwandorf-Mitte;S;4;160,8;322;185;77;60;41.026;20.578;20.448;41.933;21.271;20.661;42.326;21.845;20.481;36.257;16.583;19.674;1,1;1,2;0,9;0,8;5.904;2.980;2.924;7.248;3.658;3.590;6.184;3.133;3.051;946;463;483;1,8;2;0,5;-1,6;14,4;17,3;14,6;2,6;1,01;0,88;1,21;2.326;13,1;477;26,8;2.545;13,7;1.668;10,5;4.282;4.265;4.001;3.672;2.562;2.480;2.463;1.973;12,5;11,7;11,3;10;R I;R I;R I;R II;E;E;C;D;C;D;D;8;17;G;8;;E;18;;B;8;;E;15;;D;8;15;A;;;B;11;;D;18;;D;18;;83,2;5,6;1,4;1,4;3;11;8,1;0,4;1;80,4;6,2;1,4;1,3;3,5;13,4;9,8;0,4;1;82,8;5,6;1,4;1,5;3;11,2;8,3;0,4;1;95;3,6;1,7;1,4;0,7;1,3;1;0,5;1;729.240;5.467.728;42.865;21.787;21.078;7.922;3.996;3.926;38.087;19.706;18.381;2.343;1.211;1.131;2.562;2.251;2.480;2.140;2.463;1.822;1.823;1.973;9,8;14,4;8,5;12,8;7,8;3,1;0,9;0,8;42.826;21.704;21.122;8.104;4.084;4.020;18,9;18,8;19;49,31919088;12,15459238;;;;;;;;;;;20.985;20.276;0,75;0,99;0,93;1,2;1,32;1,06;0,84;0,82;;;;;;;;;;;;;90;;;;
5838;9099;Selb-West (S);9;BY;A;93;;8+1;Hof;AS Selb-West;N;Weiden;AS Hochstädt;S;4;55;347;203;80;64;21.954;11.146;10.808;22.308;11.548;10.760;22.590;11.988;10.601;19.929;8.690;11.239;-0,5;-0,6;-1,1;0,2;3.909;1.997;1.912;4.791;2.458;2.333;4.081;2.097;1.983;671;293;378;0,2;0,3;-0,9;-1,3;17,8;21,5;18,1;3,4;1,01;0,88;1,26;1.237;16,1;271;33,3;1.371;16,5;833;14,4;2.660;2.528;2.306;2.309;1.636;1.515;1.498;1.310;14,7;13,1;12,5;11,7;R I;R I;R I;R II;D;E;B;E;C;D;D;8;17;G;8;;D;8;17;D;8;17;E;15;;E;14;;D;13;;B;12;;C;14;;D;18;;80;7,5;0,9;1,3;3,2;14,3;10,8;0,3;0,9;76,4;8;0,8;1,2;3,8;17,4;13,1;0,3;0,9;79,6;7,5;0,9;1,4;3,3;14,5;11;0,3;0,9;94,3;5,4;1;1,4;1,1;1,9;1,4;0,4;0,9;721.397;5.560.316;23.123;12.004;11.119;5.244;2.670;2.574;18.851;10.059;8.792;1.503;873;630;1.636;1.352;1.515;1.180;1.498;1.006;1.172;1.310;14,3;1,9;12;20,3;9,9;1,3;8,5;2;23.110;11.964;11.146;5.369;2.734;2.634;23,2;22,9;23,6;50,15366608;12,09939781;;;;;;;;;;;11.400;10.179;0,7;1,1;0,89;1,37;1,41;1,08;0,74;0,72;;;;;;;;;;;;;130;;;;
7237;9030;Siegenburg (S);9;BY;A;93;;8+1;Regensburg;AS Siegenburg;N;AD Holledau (A9);AS Elsendorf;S;4;237,1;318;183;78;57;25.119;12.522;12.597;25.215;12.802;12.413;25.126;12.817;12.309;24.778;11.182;13.597;2,4;2,1;3,3;2,2;2.537;1.251;1.286;3.105;1.536;1.569;2.616;1.294;1.322;492;223;269;3,7;3,8;2,9;0,9;10,1;12,3;10,4;2;1;0,98;1,18;1.427;9,1;286;20,4;1.530;9,6;1.118;6,8;2.687;2.525;2.302;2.390;1.562;1.496;1.364;1.435;12,5;11,7;10,6;10,6;R I;R I;R I;R II;D;B;B;B;C;D;D;8;18;G;7;;E;18;;B;9;;E;15;;D;8;17;A;;;B;10;;D;18;;D;18;;88,2;2,6;0,3;1,1;2,4;7,2;5,3;0,5;0,6;86;2,7;0,2;1;2,9;9;6,6;0,5;0,6;87,6;2,8;0,3;1,3;2,5;7,5;5,5;0,4;0,7;96,5;2,1;0,3;1,1;0,7;0,8;0,6;0,5;0,4;710.287;5.403.101;25.455;12.892;12.563;3.355;1.642;1.713;23.928;12.397;11.530;1.134;643;491;1.562;1.527;1.496;1.273;1.364;1.114;1.188;1.435;1,5;1,1;5;1,5;8,7;11,5;0,7;1,1;25.541;12.914;12.627;3.445;1.687;1.758;13,5;13,1;13,9;48,74539476;11,86063601;;;;;;;;;;;12.900;12.365;0,82;1,11;0,87;1,16;1,29;1,04;0,9;0,83;;;;;;;;;;;;;50;;;;
6438;9901;Wernberg-Köblitz (S);9;BY;A;93;;8+1;Weiden;AS Wernberg-Köblitz;N;Regensburg;AK Kreuz Oberpfälzer Wald (A6);S;4;135,9;344;205;79;60;32.393;16.365;16.028;33.208;17.072;16.136;33.207;17.311;15.896;28.559;12.734;15.825;-0,4;-0,2;-0,7;-0,7;4.916;2.450;2.466;6.050;3.025;3.025;5.139;2.575;2.564;752;326;426;0,3;0,4;-0,8;-2,9;15,2;18,2;15,5;2,6;1;0,89;1,23;1.833;14;383;26,7;2.014;14,5;1.289;11,3;3.506;3.419;3.275;2.952;2.136;2.054;2.009;1.708;13,1;12;11,6;10,8;R I;R I;R I;R II;D;E;C;B;C;D;D;8;17;G;8;;D;8;17;D;8;17;E;15;;D;8;14;C;11;13;B;11;;D;18;;D;18;;82,4;7;1,9;1,4;3,5;11,4;8,5;0,3;1,1;79,4;7,6;1,9;1,3;4,1;13,8;10,3;0,3;1,1;81,9;7;2;1,5;3,5;11,7;8,7;0,3;1,1;94,8;4,8;2,1;1,4;0,9;1,3;1;0,4;1,1;728.102;5.490.721;34.177;17.595;16.582;6.608;3.292;3.315;28.567;14.945;13.622;1.941;1.034;907;2.136;1.742;2.054;1.560;2.009;1.421;1.487;1.708;8,3;1;12;16,4;11,2;17,3;0,7;2,1;34.220;17.594;16.626;6.768;3.371;3.397;19,8;19,2;20,4;49,5261282;12,15217097;;;;;;;;;;;16.873;15.872;0,71;1,04;0,91;1,23;1,35;1,06;0,8;0,78;;;;;;;;;;;;;110;;;;
7836;9840;AK München-Ost (O);9;BY;A;94;;8+1;Mühldorf;AS Parsdorf;O;München;AK Kreuz München-Ost (A99);W;4;10,2;121;77;21;23;60.480;30.294;30.187;67.205;33.824;33.382;60.875;30.637;30.239;36.963;17.775;19.188;3,7;3,8;2,2;5,5;6.013;2.811;3.202;7.455;3.499;3.956;6.209;2.929;3.280;829;306;523;3,5;3,6;2,2;5,4;9,9;11,1;10,2;2,2;0,91;0,56;1,04;3.489;9,4;582;16;3.789;10,3;2.588;5,6;6.601;6.601;5.948;3.482;4.855;4.855;4.070;1.961;16,1;14,5;13,5;10,2;R II;R II;R II;R II;D;E;E;A;A;A;F;18;;A;8;;F;18;;A;8;;F;17;;A;8;;D;15;;A;;;C;15;;D;18;;87,9;6,9;1,4;0,9;4,2;5,5;4;0,3;1,2;86,8;7,2;1,3;0,9;4,7;6,1;4,5;0,3;1,2;87,7;6,8;1,5;0,9;4,3;5,6;4,2;0,2;1,2;95,6;4,9;1,9;0,8;1,3;0,8;0,6;0,2;1,3;705.426;5.335.838;68.468;34.450;34.018;8.149;3.837;4.313;51.178;25.799;25.379;2.167;983;1.184;4.235;4.855;4.219;4.855;3.863;4.070;1.663;1.961;6,2;8,5;7;8,5;6,4;8,6;0,7;1,5;69.783;35.122;34.661;8.371;3.935;4.436;12;11,2;12,8;48,1425967;11,76159587;;;;;;;;;;;36.173;35.893;0,53;0,59;0,95;0,99;1,05;1,01;0,75;0,74;;;;;;;;;;;;;40;;;;Schleifendefekt zeitweise in 2013 und zeitweise in 2012
7836;9987;Feldkirchen-Ost (W);9;BY;A;94;;8+1;Mühldorf;AS Feldkirchen-Ost;O;München;AS Feldkirchen-West;W;6;8,2;162;106;28;28;56.894;27.483;29.411;64.396;30.728;33.668;56.410;27.973;28.437;31.842;15.752;16.090;2,5;1,8;3,6;4,2;3.086;1.435;1.651;3.852;1.785;2.067;3.115;1.462;1.652;430;205;225;8,2;7,5;8,4;15,9;5,4;6;5,5;1,4;0,88;0,48;1,01;3.298;5,4;515;6,1;3.546;6,1;2.556;2,5;7.497;7.385;6.905;3.459;4.294;4.292;3.644;1.891;14,6;12,7;12,8;11,8;R II;R II;R II;R II;C;E;E;C;A;A;A;8;;F;18;;A;9;;F;18;;A;8;;F;17;;D;15;;D;15;;C;15;;C;15;;93,5;4,6;1,4;0,6;2,8;2,2;1,6;0,4;0,5;92,9;4,9;1,3;0,6;3,1;2,5;1,7;0,4;0,5;93,4;4,3;1,5;0,6;2,9;2,3;1,6;0,3;0,4;97,8;3,1;1,6;0,6;0,8;0,2;0,2;0,3;0,3;703.148;5.335.768;65.557;31.547;34.010;4.185;1.939;2.246;46.241;22.461;23.780;1.093;537;556;4.288;4.294;4.288;4.292;3.578;3.644;1.746;1.891;6,7;1,8;6,7;3,1;4,7;1,5;1,4;0,7;67.301;32.091;35.210;4.319;1.995;2.324;6,4;6,2;6,6;48,14269663;11,73098585;;;;;;;;;;;31.944;36.728;0,54;0,49;0,98;0,96;0,98;1,03;0,69;0,7;;;;;;;;;;;;;30;;;;Schleifendefekt zeitweise in 2013
7836;9986;München-Riem (O);9;BY;A;94;;8+1;Mühldorf;AS Feldkirchen-West;O;München;AS München-Riem;W;6;5,2;243;132;64;47;62.506;31.097;31.409;71.040;35.095;35.946;61.034;30.597;30.436;35.189;18.057;17.131;0,7;0,6;-0,5;2,7;3.220;1.599;1.621;4.033;2.003;2.030;3.286;1.637;1.650;351;168;182;2,3;2,6;0,4;3,5;5,2;5,7;5,4;1;0,86;0,48;1,01;3.618;5,1;578;6,3;3.903;5,7;2.761;2,2;7.025;7.025;6.134;3.472;4.732;4.732;3.922;1.819;15,2;13,5;12,8;10,1;R I;R I;R I;R I;D;E;E;A;A;A;A;8;;F;18;;A;8;;F;18;;A;8;;F;17;;D;15;;D;15;;D;18;;C;15;;93;7,3;0,7;0,8;3,2;1,7;1,1;0,3;1;92,4;7,8;0,6;0,9;3,5;1,8;1,2;0,3;1,1;92,9;6,7;0,8;0,8;3,4;1,8;1,2;0,2;1;97,5;5;1;0,7;0,6;0,2;0,1;0,2;0,9;701.149;5.335.644;72.230;35.723;36.507;4.391;2.182;2.209;49.563;24.991;24.571;1.143;570;574;4.732;4.376;4.732;4.375;3.922;3.879;1.819;1.768;5,1;2,5;5,1;3,4;3,3;2,8;1;0,6;74.498;36.735;37.764;4.530;2.250;2.280;6,1;6,1;6;48,1422203;11,70408307;;;;;;;;;;;38.016;39.271;0,53;0,49;0,97;0,96;1;1,02;0,69;0,67;;;;;;;;;;;;;20;;;;Schleifendefekt zeitweise in 2013
7836;9985;München-Riem (W);9;BY;A;94;;8+1;Mühldorf;AS München- Riem;O;München;AS München-Am Moosfeld;W;6;3,9;356;215;79;62;64.229;32.456;31.773;72.864;36.710;36.154;62.185;31.381;30.805;37.301;19.279;18.022;0,9;0,9;-0,5;2,4;2.984;1.477;1.508;3.719;1.840;1.880;3.091;1.531;1.560;333;166;168;1,9;2;0,8;-2,2;4,6;5,1;5;0,9;0,85;0,51;0,99;3.692;4,5;644;5,9;3.958;5,2;2.895;1,8;6.869;6.869;6.087;3.536;4.250;4.250;3.564;2.017;13,1;11,6;11,4;10,5;R I;R I;R I;R I;D;E;E;A;A;A;B;8;;E;18;;B;8;;E;18;;A;8;;D;9;17;A;;;D;15;;D;18;;C;15;;93,3;6,4;0,9;0,6;3;1,4;0,9;0,3;1,4;92,9;6,8;0,9;0,6;3,3;1,5;1;0,3;1,4;92,7;6;1;0,7;3,2;1,5;1;0,2;1,6;97,3;4,4;1,2;0,5;0,5;0,1;0,1;0,2;1,3;699.342;5.335.034;73.669;37.092;36.577;4.061;2.008;2.053;52.170;26.477;25.694;1.091;548;543;4.250;3.882;4.250;3.878;3.564;3.511;2.017;1.637;4,3;4,3;4,3;3,5;6,5;2,8;0,5;0,6;76.164;38.351;37.813;4.174;2.063;2.110;5,5;5,4;5,6;48,13730673;11,67953115;;;;;;;;;;;39.972;39.026;0,54;0,51;0,95;0,96;0,98;1,01;0,7;0,7;;;;;;;;;;;;;10;;;;
7740;9984;Wimpasing;9;BY;A;94;;5+1;Simbach;AS Waldkraiburg/Ampfing;O;München;AS Heldenstein (B12);W;4;52,3;258;149;63;46;18.933;9.509;9.424;20.301;10.309;9.992;18.750;9.578;9.171;14.486;6.682;7.804;;;;;3.512;1.749;1.763;4.379;2.195;2.183;3.574;1.774;1.800;467;192;274;;;;;18,5;21,6;19,1;3,2;0,92;0,71;1,04;1.065;17,2;236;30,7;1.163;18,2;772;12,6;1.736;1.729;1.599;1.408;994;980;893;857;10,5;9,5;9,3;11;R I;R I;R I;R II;E;D;D;A;B;B;D;8;18;G;7;;D;8;18;D;7;17;E;16;;C;;;A;;;A;;;B;12;;D;18;;78,1;;;2;4,1;14;;0,4;1,4;75;;;2;4,8;16,4;;0,4;1,4;77,4;;;2,3;4;14,6;;0,5;1,3;93,7;;;1,8;1,1;1,8;;0,4;1,3;752.815;5.349.456;20.659;10.456;10.203;4.749;2.358;2.391;16.140;8.453;7.687;1.337;753;583;994;905;980;878;893;787;642;857;20,5;17,1;10,7;19,1;13,3;21;0,6;1,9;20.990;10.614;10.376;4.903;2.443;2.461;23,4;23;23,7;48,24783831;12,40571395;;;;;;;;;;;10.828;10.671;0,63;0,78;0,89;1,01;1,13;0,96;0,8;0,74;;;;;;;;;;;;;70;;;;Neue Zählstelle ab Januar 2013
7934;9151;AD Starnberg (N);9;BY;A;95;;8+1;München;AS München-Fürstenried;N;Garmisch-Partenkir.;AD Dreieck Starnberg (A952);S;8;13;328;217;56;55;57.599;29.038;28.561;59.454;29.780;29.674;57.794;29.114;28.679;51.003;26.402;24.601;-0,9;-1,1;0,7;-2,1;2.053;1.026;1.026;2.499;1.245;1.254;2.157;1.085;1.072;392;203;189;-1;-1,2;-0,9;-4,4;3,6;4,2;3,7;0,8;0,97;0,87;1,03;3.338;3,3;524;6,5;3.561;3,8;2.668;1,5;5.738;5.505;5.574;5.379;3.786;3.595;3.053;3.707;13;12,1;10,5;14;R I;R I;R I;R I;E;E;B;C;B;B;A;8;;E;18;;A;8;;E;18;;A;8;;E;18;;E;18;;A;;;G;18;;E;12;;93,7;4,5;0,8;0,6;1,9;1,4;0,9;0,2;2,1;93,1;4,8;0,7;0,6;2,3;1,7;1;0,2;2,1;93,5;4,5;0,8;0,7;2;1,5;0,9;0,2;2,1;96,7;3,4;0,8;0,6;0,4;0,1;0,1;0,2;1,9;680.550;5.321.775;59.987;30.240;29.747;2.725;1.362;1.364;54.285;26.528;27.757;876;434;443;3.786;3.510;3.595;3.003;3.053;2.947;3.707;3.304;2,6;0,3;2,2;0,9;2,7;1,4;0,6;0,4;60.512;30.439;30.074;2.785;1.388;1.397;4,6;4,6;4,6;48,02372557;11,42157285;;;;;;;;;;;31.069;30.250;0,87;0,83;0,96;0,97;1,01;1,06;0,8;0,86;;;;;;;;;;;;;50;;;;
8333;9164;Murnau/Kochel (S);9;BY;A;95;;8+1;München;AS Murnau/Kochel;N;Garmisch-Partenkir.;AS Eschenlohe;S;4;58,4;361;217;81;63;13.021;6.484;6.537;11.932;6.113;5.818;14.155;7.120;7.035;15.294;6.937;8.357;0;-0,6;1,4;0,5;602;276;326;705;326;379;636;289;347;207;89;118;2,8;2,9;1,1;4,4;4,6;5,9;4,5;1,4;1,19;1,27;1,13;764;4,3;99;9;844;4,7;524;2,7;1.715;1.544;1.624;1.581;1.132;953;957;1.128;17,3;15,6;13,4;13,5;R II;R I;R I;R II;C;B;F;F;E;F;D;11;17;D;8;18;D;11;18;D;8;18;E;17;;D;8;17;F;11;;H;18;;E;11;;G;17;;94;3,9;0,5;0,7;2,4;1,7;1,2;0,5;0,7;92,6;4,2;0,5;0,7;3,1;2,3;1,6;0,6;0,7;94;4;0,5;0,8;2,4;1,7;1,2;0,5;0,7;97,5;3,1;0,6;0,7;0,6;0,2;0,1;0,5;0,5;668.554;5.281.182;11.870;6.043;5.827;764;353;411;15.732;8.039;7.693;312;139;173;1.076;1.132;953;813;957;888;925;1.128;3,2;0,9;1,9;2,1;0,6;3,4;1;0,6;11.434;5.847;5.587;774;359;415;6,8;6,1;7,4;47,66206016;11,24500995;;;;;;;;;;;5.542;5.641;1,13;1,37;0,95;0,95;1,24;1,06;1,16;1,08;;;;;;;;;;;;;10;;;;
